Resort Name,Continent,Country,State/Province,URL,Altitude,Easy,Intermediate ,Difficult,Funicular,Circulating ropeway/gondola lift,Chairlift,T-bar lift/platter/button lift ,Sunkid Moving Carpet,Adult,Youth,Child,Currency,Ski resort size ,"Slope offering, variety of runs ",Lifts and cable cars ,Snow reliability ,Slope preparation ,"Access, on-site parking ","Orientation (trail map, information boards, sign-postings) ",Cleanliness and hygiene ,Environmentally friendly ski operation ,Friendliness of staff ,"Mountain restaurants, ski huts, gastronomy ",Après-ski ,Accommodation offering directly at the slopes and lifts ,Families and children ,Beginners ,"Advanced skiers, freeriders ",Snow parks ,Cross-country skiing and trails ,Aerial tramway/reversible ropeway,Rope tow/beginner lift,People mover,Combined installation (gondola and chair),Cog railway,Helicopter for Heli-skiing,Snow caterpillars for Cat-skiing
regensberg-erlenhof-im-buck,Europe,Switzerland,Zurich,http://www.skiresort.info/ski-resort/regensberg-erlenhof-im-buck/,648.0,0.3,0.0,0.0,,,,0.0,,0,0,0,-,1.1,1.0,1.5,,,,,,,,,,,,,,,,,,,,,,
regetovka,Europe,Slovakia,Presov (Presovsky kraj),http://www.skiresort.info/ski-resort/regetovka/,760.0,0.8,1.6,0.6,,,,,,15,0,11,European Euro,,,,,,,,,,,,,,,,,,,,,,,,,
rehefeld-zaunhaus,Europe,Germany,Saxony (Sachsen),http://www.skiresort.info/ski-resort/rehefeld-zaunhaus/,845.0,1.6,0.8,0.0,,,0.0,0.0,,20,0,15,European Euro,1.3,1.3,2.9,,,,,,,,,,,,,,,,,,,,,,
reicheltberg-kurort-seiffen,Europe,Germany,Saxony (Sachsen),http://www.skiresort.info/ski-resort/reicheltberg-kurort-seiffen/,740.0,1.2,0.0,0.0,,,,0.0,,0,0,0,-,1.3,1.0,1.5,,,,,,,,,,,,,,,,,,,,,,
reichenberg-sankt-oswald-riedlhuette,Europe,Germany,Bavaria (Bayern),http://www.skiresort.info/ski-resort/reichenberg-sankt-oswald-riedlhuette/,880.0,1.2,0.0,0.0,,,,0.0,,10,0,8,European Euro,1.3,1.0,1.5,,,,,,,,,,,,,,,,,,,,,,
reichshof-schemmerhausen,Europe,Germany,North Rhine-Westphalia (Nordrhein-Westfalen),http://www.skiresort.info/ski-resort/reichshof-schemmerhausen/,350.0,0.2,0.0,0.0,,,,,,0,0,0,-,1.0,1.0,1.0,,,,,,,,,,,,,,,,,0.0,,,,,
rein-in-taufers-riva-di-tures,Europe,Italy,Trentino-Alto Adige (Trentino-Sudtirol),http://www.skiresort.info/ski-resort/rein-in-taufers-riva-di-tures/,1835.0,2.0,2.0,0.0,,,0.0,0.0,0.0,17,0,15,European Euro,1.5,1.5,2.8,,,,,,,,,,,,,,,,,,,,,,
reina-trase-kalnzaki,Europe,Latvia,,http://www.skiresort.info/ski-resort/reina-trase-kalnzaki/,0.0,,,,,,,,,12,0,7,European Euro,,,,,,,,,,,,,,,,,,,,,,,,,
reinerzau,Europe,Germany,Baden-Wurttemberg,http://www.skiresort.info/ski-resort/reinerzau/,577.0,0.5,0.0,0.0,,,,0.0,,0,0,0,-,1.1,1.0,1.5,,,,,,,,,,,,,,,,,,,,,,
reinwarzhofen-thalmaessing,Europe,Germany,Bavaria (Bayern),http://www.skiresort.info/ski-resort/reinwarzhofen-thalmaessing/,595.0,0.1,0.0,0.0,,,,,,0,0,0,-,,,,,,,,,,,,,,,,,,,,,,,,,
reiserhang-gaissach,Europe,Germany,Bavaria (Bayern),http://www.skiresort.info/ski-resort/reiserhang-gaissach/,835.0,0.5,0.5,0.0,,,,0.0,,17,0,15,European Euro,1.0,2.0,1.0,3.0,4.0,4.0,1.0,4.0,3.0,4.0,3.0,2.0,1.0,3.0,4.0,1.0,1.0,1.0,,0.0,,,,,
reith-bei-kitzbuehel,Europe,Austria,Tyrol (Tirol),http://www.skiresort.info/ski-resort/reith-bei-kitzbuehel/,865.0,1.7,0.1,0.0,,,,0.0,0.0,0.01,0,0.01,European Euro,1.0,2.0,1.0,3.0,4.0,4.0,2.0,4.0,3.0,4.0,3.0,1.0,2.0,5.0,4.0,1.0,3.0,5.0,,0.0,,,,,
reither-kogel-reith-im-alpbachtal,Europe,Austria,Tyrol (Tirol),http://www.skiresort.info/ski-resort/reither-kogel-reith-im-alpbachtal/,1280.0,1.0,3.0,0.0,,0.0,,0.0,,45.50,36.50,22.50,European Euro,1.6,1.6,3.7,,,,,,,,,,,,,,,,,0.0,,,,,
rejdice,Europe,Czech Republic,Liberec Region (Liberecky kraj),http://www.skiresort.info/ski-resort/rejdice/,831.0,1.8,1.0,0.0,,,,,,440,0,300,Czech koruna,,,,,,,,,,,,,,,,,,,,,,,,,
rejdova,Europe,Slovakia,Kosice (Kosicky kraj),http://www.skiresort.info/ski-resort/rejdova/,755.0,0.9,0.0,0.0,,,,0.0,,0,0,0,-,1.2,1.0,1.5,,,,,,,,,,,,,,,,,,,,,,
reka,Europe,Czech Republic,Moravian-Silesian Region (Moravskoslezsky kraj),http://www.skiresort.info/ski-resort/reka/,946.0,0.5,1.3,0.0,,,,,,370,0,250,Czech koruna,,,,,,,,,,,,,,,,,,,,,,,,,
reki,Europe,Latvia,,http://www.skiresort.info/ski-resort/reki/,0.0,,,,,,,,,0,0,0,-,,,,,,,,,,,,,,,,,,,,,,,,,
relax-petrikov-ostruzna,Europe,Czech Republic,Olomouc Region (Olomoucky kraj),http://www.skiresort.info/ski-resort/relax-petrikov-ostruzna/,780.0,0.4,0.0,0.0,,,,,,0,0,0,-,,,,,,,,,,,,,,,,,,,,,,,,,
rellerli-schoenried,Europe,Switzerland,Espace Mittelland,http://www.skiresort.info/ski-resort/rellerli-schoenried/,1898.0,10.0,6.0,3.0,,0.0,,0.0,,63,51,35,Swiss Franc,2.5,2.8,3.8,,,,,,,,,,,,,,,,,,,,,,
remata,Europe,Slovakia,Trencin (Trenciansky kraj),http://www.skiresort.info/ski-resort/remata/,590.0,0.1,0.5,0.0,,,,,,15,0,10,European Euro,,,,,,,,,,,,,,,,,,,,,,,,,
rena,Europe,Norway,Hedmark,http://www.skiresort.info/ski-resort/rena/,724.0,0.7,3.5,1.3,,,,0.0,,330,0,300,Norwegian krone,1.7,2.0,1.5,,,,,,,,,,,,,,,,,,,,,,
renan,Europe,Switzerland,Espace Mittelland,http://www.skiresort.info/ski-resort/renan/,940.0,0.2,0.0,0.0,,,,,,0,0,0,-,1.0,1.0,1.0,,,,,,,,,,,,,,,,,0.0,,,,,
rencurel,Europe,France,Auvergne-Rhone-Alpes,http://www.skiresort.info/ski-resort/rencurel/,1233.0,2.5,0.6,0.0,,,,0.0,,8.50,0,0,European Euro,1.5,1.5,1.5,,,,,,,,,,,,,,,,,,,,,,
rene-brunelle,North America,Canada,Ontario,http://www.skiresort.info/ski-resort/rene-brunelle/,0.0,,,,,,,,,0,0,0,-,,,,,,,,,,,,,,,,,,,,,,,,,
renninger-hang-rudolfsberg,Europe,Germany,Baden-Wurttemberg,http://www.skiresort.info/ski-resort/renninger-hang-rudolfsberg/,526.0,0.3,0.0,0.0,,,,,,0,0,0,-,,,,,,,,,,,,,,,,,,,,,,,,,
republican-skicenter-minsk,Europe,Belarus,,http://www.skiresort.info/ski-resort/republican-skicenter-minsk/,0.0,,,,,,0.0,,,0,0,0,-,,,,,,,,,,,,,,,,,,,,,,,,,
retallack-alpine-adventures-new-denver,North America,Canada,British Columbia,http://www.skiresort.info/ski-resort/retallack-alpine-adventures-new-denver/,2350.0,,,,,,,,,0,0,0,-,,,,,,,,,,,,,,,,,,,,,,,,,0.0
rettenbach-bernstein,Europe,Austria,Burgenland,http://www.skiresort.info/ski-resort/rettenbach-bernstein/,568.0,0.5,0.0,0.0,,,,,,8.50,0,0,European Euro,1.1,1.0,1.0,,,,,,,,,,,,,,,,,0.0,,,,,
rettenegg,Europe,Austria,Styria (Steiermark),http://www.skiresort.info/ski-resort/rettenegg/,900.0,0.3,0.0,0.0,,,,0.0,,0,0,0,-,1.1,1.0,1.5,,,,,,,,,,,,,,,,,,,,,,
revelstoke-mountain-resort,North America,Canada,British Columbia,http://www.skiresort.info/ski-resort/revelstoke-mountain-resort/,2225.0,16.0,18.0,21.0,,0.0,0.0,,,99,78,39,Canadian Dollar,3.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,5.0,3.0,1.0,,,0.0,,,0.0,0.0
rezovacke-krcevine-bilogora,Europe,Croatia,Continental Croatia (Kontinentalna Hrvatska) ,http://www.skiresort.info/ski-resort/rezovacke-krcevine-bilogora/,193.0,0.4,0.3,0.0,,,,,,0,0,0,-,,,,,,,,,,,,,,,,,,,,,,,,,
rhemes-notre-dame,Europe,Italy,Aosta Valley (Valle d'Aosta),http://www.skiresort.info/ski-resort/rhemes-notre-dame/,1760.0,0.5,0.0,0.0,,,,,,19,0,15,European Euro,1.1,1.0,1.0,,,,,,,,,,,,,,,,,,0.0,,,,
ribnica-na-pohorju-ribnisko-pohorje,Europe,Slovenia,Carinthia (Koroska),http://www.skiresort.info/ski-resort/ribnica-na-pohorju-ribnisko-pohorje/,921.0,0.6,1.1,0.5,,,,0.0,,20,19,15,European Euro,1.3,1.6,1.5,,,,,,,,,,,,,,,,,,0.0,,,,
ribniska-koca-ribnisko-pohorje,Europe,Slovenia,Carinthia (Koroska),http://www.skiresort.info/ski-resort/ribniska-koca-ribnisko-pohorje/,1525.0,1.3,0.5,0.5,,,,0.0,,20,19,14,European Euro,1.3,1.6,1.5,,,,,,,,,,,,,,,,,,,,,,
richterbichl-rottenbuch,Europe,Germany,Bavaria (Bayern),http://www.skiresort.info/ski-resort/richterbichl-rottenbuch/,785.0,0.2,0.0,0.0,,,,,,0,0,0,-,1.0,1.0,1.0,,,,,,,,,,,,,,,,,0.0,,,,,
ricky-v-orlickych-horach,Europe,Czech Republic,Hradec Kralove Region (Kralovehradecky kraj),http://www.skiresort.info/ski-resort/ricky-v-orlickych-horach/,992.0,1.5,1.5,1.0,,,0.0,0.0,,490,0,340,Czech koruna,1.5,1.9,2.6,,,,,,,,,,,,,,,,,0.0,,,,,
rieder-weiher-dollnstein,Europe,Germany,Bavaria (Bayern),http://www.skiresort.info/ski-resort/rieder-weiher-dollnstein/,502.0,0.3,0.0,0.0,,,,,,0,0,0,-,1.1,1.0,1.0,,,,,,,,,,,,,,,,,0.0,,,,,
riedlberg-drachselsried,Europe,Germany,Bavaria (Bayern),http://www.skiresort.info/ski-resort/riedlberg-drachselsried/,850.0,0.9,0.0,0.0,,,,0.0,,22,0,15,European Euro,1.2,1.0,1.4,,,,,,,,,,,,,,,,,0.0,,,,,
riekstu-kalns,Europe,Latvia,,http://www.skiresort.info/ski-resort/riekstu-kalns/,85.0,2.5,1.8,0.6,,,,,,20,0,0,European Euro,,,,,,,,,,,,,,,,,,,,,,,,,
rienz-toblach-dobbiaco,Europe,Italy,Trentino-Alto Adige (Trentino-Sudtirol),http://www.skiresort.info/ski-resort/rienz-toblach-dobbiaco/,1410.0,1.5,2.5,0.0,,,0.0,0.0,,37,26,18.50,European Euro,1.5,1.5,2.4,,,,,,,,,,,,,,,,,,,,,,
riepenlift-antholz-mittertal-anterselva-di-mezzo,Europe,Italy,Trentino-Alto Adige (Trentino-Sudtirol),http://www.skiresort.info/ski-resort/riepenlift-antholz-mittertal-anterselva-di-mezzo/,1489.0,2.0,0.0,0.0,,,,0.0,,24,15.50,13,European Euro,1.3,1.0,1.5,,,,,,,,,,,,,,,,,,,,,,
rieseralm-obdach,Europe,Austria,Styria (Steiermark),http://www.skiresort.info/ski-resort/rieseralm-obdach/,1520.0,4.0,6.0,2.0,,,,0.0,,26,25,17,European Euro,2.1,2.4,1.5,,,,,,,,,,,,,,,,,,,,,,
riesneralm-donnersbachwald,Europe,Austria,Styria (Steiermark),http://www.skiresort.info/ski-resort/riesneralm-donnersbachwald/,1820.0,20.0,9.0,3.0,,,0.0,0.0,0.0,41,35.50,21,European Euro,3.0,4.0,4.0,4.0,4.0,3.0,4.0,5.0,4.0,4.0,4.0,3.0,3.0,5.0,5.0,4.0,2.0,3.0,,0.0,,,,,
rif-gebirge,Africa,Morocco,,http://www.skiresort.info/ski-resort/rif-gebirge/,0.0,,,,,,,,,0,0,0,-,,,,,,,,,,,,,,,,,,,,,,,,,
riffenmatt-winterpark,Europe,Switzerland,Espace Mittelland,http://www.skiresort.info/ski-resort/riffenmatt-winterpark/,1140.0,0.3,0.0,0.0,,,,,,0,0,0,-,1.1,1.0,1.0,,,,,,,,,,,,,,,,,0.0,,,,,
rifflsee,Europe,Austria,Tyrol (Tirol),http://www.skiresort.info/ski-resort/rifflsee/,2800.0,9.5,4.5,4.4,,0.0,0.0,0.0,0.0,39,0,23,European Euro,3.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,2.0,3.0,3.0,4.0,3.0,3.0,4.0,1.0,4.0,,,,,,,
rigi,Europe,Switzerland,Central Switzerland,http://www.skiresort.info/ski-resort/rigi/,1752.0,4.5,4.5,0.0,,,,0.0,,50,0,25,Swiss Franc,2.0,2.0,2.0,,,,,,,,,,,,,,,,0.0,,,,0.0,,
rigi-scheideggburggeist,Europe,Switzerland,Central Switzerland,http://www.skiresort.info/ski-resort/rigi-scheideggburggeist/,1656.0,5.0,0.0,0.0,,,,0.0,,34,0,22,Swiss Franc,1.8,1.3,2.4,,,,,,,,,,,,,,,,0.0,0.0,,,,,
riihivuori,Europe,Finland,West Finland (Lansi-Suomi),http://www.skiresort.info/ski-resort/riihivuori/,196.0,,,,,,,,,39,31,26,European Euro,,,,,,,,,,,,,,,,,,,,,,,,,
riksgraensen,Europe,Sweden,Northern Sweden (Norrland),http://www.skiresort.info/ski-resort/riksgraensen/,909.0,10.0,10.0,1.0,,,0.0,0.0,,375,0,295,Swedish krona,2.4,2.6,2.3,,,,,,,,,,,,,,,,,,,,,0.0,
rimberg-schmallenberg,Europe,Germany,Central Uplands of Germany (Deutsche Mittelgebirge),http://www.skiresort.info/ski-resort/rimberg-schmallenberg/,700.0,0.7,0.0,0.0,,,,0.0,,18,0,12,European Euro,1.2,1.0,1.5,,,,,,,,,,,,,,,,,,,,,,
rimski-vrelec,Europe,Slovenia,Carinthia (Koroska),http://www.skiresort.info/ski-resort/rimski-vrelec/,558.0,0.7,0.3,0.0,,,,0.0,,12,8,7,European Euro,1.3,1.3,1.5,,,,,,,,,,,,,,,,,,,,,,
rinderbergsaanerslochgrathorneggli-zweisimmensaanenmoeserschoenriedst-stephan,Europe,Switzerland,Espace Mittelland,http://www.skiresort.info/ski-resort/rinderbergsaanerslochgrathorneggli-zweisimmensaanenmoeserschoenriedst-stephan/,2011.0,64.3,20.6,4.0,,0.0,0.0,0.0,0.0,63,51,35,Swiss Franc,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,5.0,3.0,4.0,4.0,,,,,,,
rindersteige-donzdorf,Europe,Germany,Baden-Wurttemberg,http://www.skiresort.info/ski-resort/rindersteige-donzdorf/,440.0,0.4,0.0,0.0,,,,,,0,0,0,-,1.1,1.0,1.0,,,,,,,,,,,,,,,,,0.0,,,,,
rinerhorn-davos-klosters,Europe,Switzerland,Eastern Switzerland,http://www.skiresort.info/ski-resort/rinerhorn-davos-klosters/,2490.0,15.6,23.1,12.8,,0.0,,0.0,,55,39,22,Swiss Franc,3.0,4.0,2.0,4.0,5.0,2.0,5.0,4.0,4.0,4.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,4.0,,,,,,,
ringo-kyowakoku,Asia,Japan,Honshu,http://www.skiresort.info/ski-resort/ringo-kyowakoku/,600.0,0.5,0.4,0.1,,,,,,0,0,0,-,,,,,,,,,,,,,,,,,,,,,,,,,
riserva-bianca-limone-piemonte,Europe,Italy,Piedmont (Piemonte),http://www.skiresort.info/ski-resort/riserva-bianca-limone-piemonte/,2060.0,11.5,35.0,5.5,,0.0,0.0,0.0,,34,0,25,European Euro,3.3,3.6,3.6,,,,,,,,,,,,,,,,,,0.0,,,,
ristolas,Europe,France,Provence-Alpes-Cote d'Azur,http://www.skiresort.info/ski-resort/ristolas/,1648.0,1.0,0.0,0.0,,,,0.0,,28.50,0,23.40,European Euro,1.3,1.0,1.5,,,,,,,,,,,,,,,,,,,,,,
ritavalkea,Europe,Finland,Northern Finland,http://www.skiresort.info/ski-resort/ritavalkea/,230.0,2.0,1.0,0.0,,,,,,15,0,0,European Euro,,,,,,,,,,,,,,,,,,,,,,,,,
rittenberg-fercekovce-spisska-nova-ves,Europe,Slovakia,Kosice (Kosicky kraj),http://www.skiresort.info/ski-resort/rittenberg-fercekovce-spisska-nova-ves/,607.0,0.0,0.9,0.0,,,,0.0,,0,0,0,-,1.2,1.0,1.5,,,,,,,,,,,,,,,,,,,,,,
rittner-horn-corno-del-renon-ritten-renon,Europe,Italy,Trentino-Alto Adige (Trentino-Sudtirol),http://www.skiresort.info/ski-resort/rittner-horn-corno-del-renon-ritten-renon/,2270.0,11.0,1.0,2.0,,0.0,,0.0,0.0,27.50,27.50,18.50,European Euro,2.3,2.5,3.8,,,,,,,,,,,,,,,,,,,,,,
riverside-hills,North America,USA,Iowa,http://www.skiresort.info/ski-resort/riverside-hills/,0.0,,,,,,,,,0,0,0,-,,,,,,,,,,,,,,,,,,,,,,,,,
riverview-highlands,North America,USA,Michigan,http://www.skiresort.info/ski-resort/riverview-highlands/,0.0,,,,,,,,,0,0,0,-,,,,,,,,,,,,,,,,,,,,,,,,,
roaring-meg-resort-planned,Australia and Oceania,New Zealand,South Island,http://www.skiresort.info/ski-resort/roaring-meg-resort-planned/,0.0,,,,,,,,,0,0,0,-,,,,,,,,,,,,,,,,,,,,,,,,,
roata-cavnic,Europe,Romania,Maramures,http://www.skiresort.info/ski-resort/roata-cavnic/,1260.0,2.3,2.1,1.9,,,,,,90,0,80,Romanian leu,,,,,,,,,,,,,,,,,,,,,,,,,
robson-heli-magic-valemount,North America,Canada,British Columbia,http://www.skiresort.info/ski-resort/robson-heli-magic-valemount/,0.0,,,,,,,,,0,0,0,-,,,,,,,,,,,,,,,,,,,,,,,,0.0,
roc-denfer-st-jean-daulps-la-grande-terchebellevaux-la-chevrerie,Europe,France,Auvergne-Rhone-Alpes,http://www.skiresort.info/ski-resort/roc-denfer-st-jean-daulps-la-grande-terchebellevaux-la-chevrerie/,1800.0,6.0,21.0,1.0,,0.0,0.0,0.0,,24.40,0,18.30,European Euro,2.7,2.9,3.2,,,,,,,,,,,,,,,,,,,,,,
rochejean,Europe,France,Bourgogne-Franche-Comte,http://www.skiresort.info/ski-resort/rochejean/,1142.0,1.5,0.5,0.0,,,,0.0,,0,0,0,-,1.3,1.3,1.5,,,,,,,,,,,,,,,,,,,,,,
rochers-de-naye-montreux,Europe,Switzerland,Lemanic Region,http://www.skiresort.info/ski-resort/rochers-de-naye-montreux/,2042.0,0.5,1.5,0.0,,,,0.0,,35,0,18,Swiss Franc,1.3,1.3,2.0,,,,,,,,,,,,,,,,,0.0,,,0.0,,
rocking-horse-ranch,North America,USA,New York,http://www.skiresort.info/ski-resort/rocking-horse-ranch/,214.0,0.3,0.0,0.0,,,,,,0,0,0,-,1.1,1.0,1.0,,,,,,,,,,,,,,,,,,0.0,,,,
roeldal,Europe,Norway,Western Norway (Vestlandet),http://www.skiresort.info/ski-resort/roeldal/,1300.0,7.0,4.0,1.0,,,0.0,0.0,,385,0,295,Norwegian krone,2.2,2.4,2.8,,,,,,,,,,,,,,,,,,,,,,
roemerlift-buchenberg,Europe,Germany,Bavaria (Bayern),http://www.skiresort.info/ski-resort/roemerlift-buchenberg/,960.0,0.4,0.0,0.0,,,,0.0,,0,0,0,-,1.1,1.0,1.5,,,,,,,,,,,,,,,,,,,,,,
roenningen-i-braecke,Europe,Sweden,Northern Sweden (Norrland),http://www.skiresort.info/ski-resort/roenningen-i-braecke/,380.0,0.3,0.0,0.0,,,,,,0,0,0,-,,,,,,,,,,,,,,,,,,,,,,,,,
roessle-lift-schoenwald-im-schwarzwald,Europe,Germany,Baden-Wurttemberg,http://www.skiresort.info/ski-resort/roessle-lift-schoenwald-im-schwarzwald/,1080.0,0.0,0.6,0.0,,,,0.0,,18,0,12,European Euro,1.2,1.0,1.5,,,,,,,,,,,,,,,,,,,,,,
roethenhang-neuschleichach-oberaurach,Europe,Germany,Bavaria (Bayern),http://www.skiresort.info/ski-resort/roethenhang-neuschleichach-oberaurach/,465.0,0.4,0.0,0.0,,,,0.0,,0,0,0,-,1.1,1.0,1.5,,,,,,,,,,,,,,,,,,,,,,
rofan-maurach,Europe,Austria,Tyrol (Tirol),http://www.skiresort.info/ski-resort/rofan-maurach/,1840.0,1.0,8.0,2.0,,,0.0,,0.0,31.50,0,18.50,European Euro,2.0,3.0,3.0,3.0,3.0,4.0,2.0,4.0,3.0,3.0,3.0,2.0,3.0,4.0,3.0,2.0,1.0,5.0,0.0,0.0,,,,,
rogatica,Europe,Bosnia and Herzegovina,,http://www.skiresort.info/ski-resort/rogatica/,0.0,,,,,,,,,0,0,0,-,,,,,,,,,,,,,,,,,,,,,,,,,
roggenboden,Europe,Austria,Tyrol (Tirol),http://www.skiresort.info/ski-resort/roggenboden/,1000.0,1.2,0.0,0.0,,,,0.0,,31.50,25.50,17.50,European Euro,1.3,1.0,1.5,,,,,,,,,,,,,,,,,,,,,,
rogla,Europe,Slovenia,Savinjska,http://www.skiresort.info/ski-resort/rogla/,1517.0,2.0,8.5,1.5,,,0.0,0.0,,33,29,18,European Euro,2.1,2.4,2.3,,,,,,,,,,,,,,,,,,,,,,
rohace-spalena,Europe,Slovakia,Zilina (Zilinsky kraj),http://www.skiresort.info/ski-resort/rohace-spalena/,1498.0,2.9,2.5,0.3,,,0.0,0.0,,25,22,18,European Euro,1.7,1.9,3.8,,,,,,,,,,,,,,,,,,,,,,
rohanov,Europe,Czech Republic,South Bohemian Region (Jihocesky kraj),http://www.skiresort.info/ski-resort/rohanov/,820.0,0.1,0.4,0.0,,,,,,0,0,0,-,,,,,,,,,,,,,,,,,,,,,,,,,
rohrhardsberg-schonach,Europe,Germany,Baden-Wurttemberg,http://www.skiresort.info/ski-resort/rohrhardsberg-schonach/,1100.0,0.0,0.8,0.0,,,,0.0,,18,0,12,European Euro,1.2,1.0,1.5,,,,,,,,,,,,,,,,,,,,,,
rohtang-pass-manali,Asia,India,,http://www.skiresort.info/ski-resort/rohtang-pass-manali/,0.0,,,,,,,,,0,0,0,-,,,,,,,,,,,,,,,,,,,,,,,,,
rohy,Europe,Czech Republic,South Bohemian Region (Jihocesky kraj),http://www.skiresort.info/ski-resort/rohy/,800.0,0.5,0.0,0.0,,,,0.0,,200,0,150,Czech koruna,1.1,1.0,1.5,,,,,,,,,,,,,,,,,,,,,,
rokantiskes,Europe,Lithuania,Vilnius,http://www.skiresort.info/ski-resort/rokantiskes/,215.0,0.2,0.0,0.0,,,,,,0,0,0,-,,,,,,,,,,,,,,,,,,,,,,,,,
rokuroshi-kogen,Asia,Japan,Honshu,http://www.skiresort.info/ski-resort/rokuroshi-kogen/,750.0,0.4,1.6,0.0,,,,,,3000,0,1500,Japanese Yen,,,,,,,,,,,,,,,,,,,,,,,,,
romenergo,Europe,Romania,,http://www.skiresort.info/ski-resort/romenergo/,0.0,,,,,,,,,0,0,0,-,,,,,,,,,,,,,,,,,,,,,,,,,
romme-alpin,Europe,Sweden,Central Sweden,http://www.skiresort.info/ski-resort/romme-alpin/,407.0,13.0,8.0,2.0,,,0.0,0.0,0.0,370,0,295,Swedish krona,2.5,2.7,3.7,,,,,,,,,,,,,,,,,,,,,,
romme-nancy-sur-cluses,Europe,France,Auvergne-Rhone-Alpes,http://www.skiresort.info/ski-resort/romme-nancy-sur-cluses/,1558.0,1.3,1.4,0.3,,,,0.0,,11,0,8,European Euro,1.6,1.9,1.5,,,,,,,,,,,,,,,,,0.0,,,,,
ronsberg,Europe,Germany,Bavaria (Bayern),http://www.skiresort.info/ski-resort/ronsberg/,800.0,0.2,0.1,0.0,,,,0.0,,12,0,10,European Euro,1.1,1.1,1.4,,,,,,,,,,,,,,,,,0.0,,,,,
ropienka,Europe,Poland,,http://www.skiresort.info/ski-resort/ropienka/,0.0,0.4,0.0,0.0,,,,,,0,0,0,-,,,,,,,,,,,,,,,,,,,,,,,,,
rosa-khutor,Russia,Southern Russia,Krasnodar,http://www.skiresort.info/ski-resort/rosa-khutor/,2320.0,30.0,26.0,21.0,,0.0,0.0,0.0,0.0,1500,0,1200,Russian ruble,3.0,4.0,5.0,4.0,5.0,4.0,3.0,4.0,2.0,2.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,1.0,,,,,,0.0,
rosenberg-klosterreichenbach-baiersbronn,Europe,Germany,Baden-Wurttemberg,http://www.skiresort.info/ski-resort/rosenberg-klosterreichenbach-baiersbronn/,625.0,0.0,0.2,0.0,,,,,,0,0,0,-,1.0,1.0,1.0,,,,,,,,,,,,,,,,,0.0,,,,,
rossa,Europe,Switzerland,Eastern Switzerland,http://www.skiresort.info/ski-resort/rossa/,1150.0,0.4,0.0,0.0,,,,,,15,0,10,Swiss Franc,1.1,1.0,1.0,,,,,,,,,,,,,,,,,0.0,,,,,
rossbachlift-nassereith,Europe,Austria,Tyrol (Tirol),http://www.skiresort.info/ski-resort/rossbachlift-nassereith/,1030.0,0.0,0.5,0.0,,,,0.0,,5,0,3,European Euro,1.1,1.0,1.5,,,,,,,,,,,,,,,,,,,,,,
rossberg-oberwil,Europe,Switzerland,Espace Mittelland,http://www.skiresort.info/ski-resort/rossberg-oberwil/,1500.0,5.0,5.0,0.0,,,,0.0,,31,0,20,Swiss Franc,2.0,2.0,1.5,,,,,,,,,,,,,,,,,0.0,,,,,
rossendale,Europe,United Kingdom,England,http://www.skiresort.info/ski-resort/rossendale/,285.0,0.5,0.2,0.0,,,,0.0,,30,0,15,UK Pound,1.2,1.2,1.5,,,,,,,,,,,,,,,,,0.0,0.0,,,,
rossfeld-berchtesgaden-oberau,Europe,Germany,Bavaria (Bayern),http://www.skiresort.info/ski-resort/rossfeld-berchtesgaden-oberau/,1554.0,7.0,1.0,0.0,,,,0.0,,20,0,13.50,European Euro,1.9,1.9,1.5,,,,,,,,,,,,,,,,,,,,,,
rosshuette-seefeld,Europe,Austria,Tyrol (Tirol),http://www.skiresort.info/ski-resort/rosshuette-seefeld/,2064.0,11.4,5.9,1.0,0.0,,0.0,0.0,0.0,43.50,41,30.50,European Euro,2.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,4.0,3.0,2.0,4.0,5.0,3.0,3.0,5.0,0.0,0.0,,,,,
rosskopf-monte-cavallo-sterzing-vipiteno,Europe,Italy,Trentino-Alto Adige (Trentino-Sudtirol),http://www.skiresort.info/ski-resort/rosskopf-monte-cavallo-sterzing-vipiteno/,2176.0,6.1,10.3,1.0,,0.0,0.0,,,39,0,28,European Euro,2.0,3.0,3.0,4.0,4.0,5.0,3.0,3.0,4.0,4.0,4.0,3.0,2.0,3.0,2.0,2.0,2.0,1.0,,,0.0,,,,
rosswald-brig,Europe,Switzerland,Lemanic Region,http://www.skiresort.info/ski-resort/rosswald-brig/,2536.0,3.0,2.0,4.0,,0.0,,0.0,,40,34,23,Swiss Franc,2.1,2.4,3.0,,,,,,,,,,,,,,,,,,0.0,,,,
rostovo,Europe,Bosnia and Herzegovina,Federation of Bosnia and Herzegovina,http://www.skiresort.info/ski-resort/rostovo/,1118.0,2.5,1.5,0.0,,,,0.0,,18,0,12,Bosnia convertible mark,1.5,1.5,1.5,,,,,,,,,,,,,,,,,,,,,,
